Sentence,Topic scores,Assigned topic
"['PLOS', 'ONE', '|', 'www.plosone.org', '15', 'August', '2013', '|', 'Volume', '8', '|', 'Issue', '8', '|', 'e71377', 'Genome', 'Scan', 'Flowering', 'Time', 'Adaptation', 'Maize', '53', '.']","[1.8746432324003317, 0.17171514101943172, 0.18876985874214045, 0, 0, 0, 0.5226724473720641, 0, 0.35095730635263234, 0.24140350321442672]",0
"['Hill', 'W', ',', 'Weir', 'B', '(', '1988', ')', 'Variances', 'covariance', 'squared', 'linkage', '82', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Doebley', 'J', ',', 'Wendel', 'J', ',', 'Smith', 'J', ',', 'Stuber', 'C', ',', 'Goodman', '(', '1988', ')', 'origin', '54.', 'disequilibria', 'finite', 'population', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Theor', 'Popul', 'Biol', '33', ':', '54–78', '.']","[0, 0, 0, 1.1907822658911695, 0.35859818332018406, 0, 0, 0.4062114050465357, 0, 0]",3
"['Jakobsson', ',', 'Scholz', ',', 'Scheet', 'P', ',', 'Gibbs', 'J', ',', 'VanLiere', 'J', ',', 'et', 'al', '.']","[0, 0.46998015412802535, 0, 0, 0, 0, 0, 0.46998015412802535, 0, 0.46998015412802535]",9
"['(', '2008', ')', 'Genotype', ',', 'haplotype', 'copy-number', 'variation', 'worldwide', 'human', 'population', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['Nature', '451', ':', '998', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['55', '.']","[0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0]",4
"['Scheet', 'P', ',', 'Stephens', '(', '2006', ')', 'fast', 'flexible', 'statistical', 'model', 'large-scale', 'population', 'genotype', 'data', ':', 'Applications', 'inferring', 'missing', 'genotype', 'haplotypic', 'phase', '.']","[0, 0, 0, 0, 0, 0, 0.13930742835912982, 0, 0, 0]",2
"['J', 'Hum', 'Genet', '78', ':', '629–644', '.']","[0, 0, 0, 0, 0.333086219831923, 0, 0, 0.40550105858267693, 0, 0.333086219831923]",6
"['56', '.']","[0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0]",3
"['Ritchie', 'J', ',', 'NeSmith', '(', '1991', ')', 'Temperature', 'crop', 'development', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
"['Modeling', 'plant', 'soil', 'system', 'American', 'Society', 'Agronomy', 'Madison', 'Wisconsin', 'USA', '.']","[0, 0, 0, 0.23885000062122788, 0, 0, 0, 0, 0, 0]",8
"['57', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
"['Yu', 'J', ',', 'Pressoir', 'G', ',', 'Briggs', 'WH', ',', 'Vroh', 'Bi', ',', 'Yamasaki', ',', 'et', 'al', '.']","[0, 0.40892663433133747, 0, 0, 0, 0, 0, 0.40892663433133747, 0, 0.40892663433133747]",0
"['(', '2006', ')', 'unified', 'mixed-model', 'method', 'association', 'mapping', 'account', 'multiple', 'level', 'relatedness', '.']","[0, 0, 0, 0, 0, 0, 0.20811134174148682, 0, 0.20811134174148682, 0]",6
"['Nat', 'Genet', '38', ':', '203–208', '.']","[0, 0, 0, 0, 0.34534653809999233, 0, 0, 0, 0, 0.34534653809999233]",3
"['58', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Rogers', 'JS', '(', '1972', ')', 'Measures', 'genetic', 'similarity', 'genetic', 'distance', '.']","[0, 0, 0.4194547991114708, 0, 0, 0, 0, 0, 0, 0]",2
"['Univ', 'Texas', 'Publ', '7213', ':', '145–153', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
"['59', '.']","[0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Segura', 'V', ',', 'Vilhjalmsson', 'BJ', ',', 'Platt', ',', 'Korte', ',', 'Seren', 'U', ',', 'et', 'al', '.']","[0, 0.42876707574689726, 0, 0, 0, 0, 0, 0.42876707574689726, 0, 0.42876707574689726]",2
"['(', '2012', ')', 'efficient', 'multi-locus', 'mixed-model', 'approach', 'genome-wide', 'association', 'study', 'structured', 'population', '.']","[0, 0, 0.203444137179464, 0, 0, 0, 0.4179787111575276, 0, 0.20815676233643507, 0]",5
"['Nat', 'Genet', '44', ':', '825–830', '.']","[0, 0, 0, 0, 0.3415893560501765, 0, 0, 0, 0, 0.3415893560501765]",5
"['60', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Gilmour', ',', 'Gogel', 'B', ',', 'Cullis', 'B', ',', 'Thompson', 'R', '(', '2006', ')', 'ASReml', 'user', 'guide', 'release', '2.0', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['VSN', 'International', 'Ltd', ',', 'Hemel', 'Hempstead', ',', 'UK.the', 'text', ':', '320', '.']","[0, 0, 0, 0, 0, 0.22795927441828845, 0, 0, 0, 0]",7
"['61', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Kenward', ',', 'Roger', 'J', '(', '1997', ')', 'precision', 'fixed', 'effect', 'estimate', 'restricted', 'maximum', 'likelihood', '.']","[0, 0, 0, 0, 0, 0.20650173431272217, 0, 0, 0, 0]",9
"['Biometrics', '53', ':', '983–997', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['62', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Duggal', 'P', ',', 'Gillanders', 'EM', ',', 'Holmes', 'TN', ',', 'Bailey-Wilson', 'JE', '(', '2008', ')', 'Establishing', 'adjusted', 'p-value', 'threshold', 'control', 'family-wide', 'type', '1', 'error', 'genome', 'wide', 'association', 'study', '.']","[0, 0, 0.12422318367596856, 0, 0, 0.1369199755420389, 0, 0, 0.26402069262145966, 0]",5
"['BMC', 'Genomics', '9', ':', '516', '.']","[0, 0.5291351279540293, 0, 0.5291351279540293, 0, 0, 0, 0, 0, 0]",3
"['63', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Strimmer', 'K', '(', '2008', ')', 'fdrtool', ':', 'versatile', 'R', 'package', 'estimating', 'local', 'tail', 'area-based', 'false', 'discovery', 'rate', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['Bioinformatics', '24', ':', '1461–1462', '.']","[0, 0.47762275603465787, 0, 0.41862994290573746, 0, 0, 0, 0, 0, 0]",3
"['64', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
"['Strimmer', 'K', '(', '2008', ')', 'unified', 'approach', 'false', 'discovery', 'rate', 'estimation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['BMC', 'Bioinformatics', '9', ':', '303', '.']","[0, 1.1125002593027022, 0, 0.5411936168656035, 0, 0, 0, 0, 0, 0]",1
"['65', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
"['Haseneyer', 'G', ',', 'Stracke', ',', 'Piepho', 'H-P', ',', 'Sauer', ',', 'Geiger', 'H', ',', 'et', 'al', '.']","[0, 0.4654320039809763, 0, 0, 0, 0, 0, 0.4654320039809763, 0, 0.4654320039809763]",9
"['(', '2010', ')', 'DNA', 'polymorphism', 'haplotype', 'pattern', 'transcription', 'factor', 'involved', 'barley', 'endosperm', 'development', 'associated', 'key', 'agronomic', 'trait', '.']","[0, 0, 0, 0, 0, 0, 0.20097718323725666, 0, 0, 0]",6
"['BMC', 'Plant', 'Biol', '10', ':', '5', '.']","[0, 0.5732252659024691, 0, 1.5558178756471084, 0, 0, 0, 0, 0, 0]",3
"['66', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Wolfgruber', 'TK', ',', 'Sharma', ',', 'Schneider', 'KL', ',', 'Albert', 'PS', ',', 'Koo', 'D-H', ',', 'et', 'al', '.']","[0, 0.3780439767142273, 0, 0, 0, 0, 0, 0.3780439767142273, 0, 0.3780439767142273]",9
"['(', '2009', ')', 'Maize', 'centromere', 'structure', 'evolution', ':', 'sequence', 'analysis', 'centromere', '2', '5', 'reveals', 'dynamic', 'locus', 'shaped', 'primarily', 'retrotransposons', '.']","[0, 0.14965070596870292, 0.1689929976311452, 0, 0, 0, 0.31932207630798914, 0, 0, 0]",9
"['PLoS', 'Genet', '5', ':', 'e1000743', '.']","[0.4751505694683856, 0, 0, 0, 0.48745375105760136, 0, 0, 0, 0, 0.9626043205259869]",2
"['67', '.']","[0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0]",7
"['Vigouroux', ',', 'Glaubitz', 'JC', ',', 'Matsuoka', ',', 'Goodman', 'MM', ',', 'Sanchez', 'G', 'J', ',', 'et', 'al', '.']","[0, 0.42450577225616937, 0, 0, 0, 0, 0, 0.42450577225616937, 0, 0.42450577225616937]",7
"['(', '2008', ')', 'Population', 'structure', 'genetic', 'diversity', 'New', 'World', 'maize', 'race', 'assessed', 'DNA', 'microsatellites', '.']","[0, 0.1745132498126612, 0.5985558980047679, 0, 0, 0, 0.1745132498126612, 0, 0, 0]",0
"['J', 'Bot', '95', ':', '1240–1253', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['68', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
"['Wahl', 'V', ',', 'Ponnu', 'J', ',', 'Schlereth', ',', 'Arrivault', ',', 'Langenecker', ',', 'et', 'al', '.']","[0, 0.4654320039809763, 0, 0, 0, 0, 0, 0.4654320039809763, 0, 0.4654320039809763]",2
"['(', '2013', ')', 'Regulation', 'flowering', 'Trehalose-6-Phosphate', 'signaling', 'Arabidopsis', 'thaliana', '.']","[0.4712382779495611, 0, 0, 0, 0, 0, 0.1908427559123338, 0, 0.1908427559123338, 0]",9
"['Science', '339', ':', '704–707', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
"['69', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Frascaroli', 'E', ',', 'Schrag', ',', 'Melchinger', '(', '2012', ')', 'Genetic', 'diversity', 'analysis', 'elite', 'European', 'maize', '(', 'Zea', 'may', 'L.', ')', 'inbred', 'line', 'using', 'AFLP', ',', 'SSR', ',', 'SNP', 'marker', 'reveals', 'ascertainment', 'bias', 'subset', 'SNPs', '.']","[0, 0.12476770682085571, 0.41003670280363735, 0, 0.12299490070057671, 0, 0.24776260752143242, 0, 0, 0]",2
"['Theor', 'Appl', 'Genet', ':', '1–9', '.']","[0, 0, 0, 0.5825256539514386, 1.730251460767192, 0, 0, 0, 0, 0.5420305403710809]",4
"['70', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Elshire', 'RJ', ',', 'Glaubitz', 'JC', ',', 'Sun', 'Q', ',', 'Poland', 'JA', ',', 'Kawamoto', 'K', ',', 'et', 'al', '.']","[0, 0.3924591855925111, 0, 0, 0, 0, 0, 0.3924591855925111, 0, 0.3924591855925111]",2
"['(', '2011', ')', 'robust', ',', 'simple', 'genotyping-by-sequencing', '(', 'GBS', ')', 'approach', 'high', 'diversity', 'specie', '.']","[0, 0, 0.21132093458174983, 0, 0, 0, 0, 0, 0, 0]",4
"['PLoS', 'ONE', '6', ':', 'e19379', '.']","[0.5441805167897872, 0, 0, 0, 0, 0, 0, 0, 0, 0.5441805167897872]",3
"['71', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['Chia', 'J-M', ',', 'Song', 'C', ',', 'Bradbury', 'PJ', ',', 'Costich', ',', 'de', 'Leon', 'N', ',', 'et', 'al', '.']","[0, 0.44487398386103155, 0, 0, 0, 0, 0, 0.44487398386103155, 0, 0.44487398386103155]",7
"['(', '2012', ')', 'Maize', 'HapMap2', 'identifies', 'extant', 'variation', 'genome', 'flux', '.']","[0, 0.1984069448863606, 0.21811268789290764, 0, 0, 0, 0.1984069448863606, 0, 0, 0]",3
"['Nat', 'Genet', '44', ':', '803–807', '.']","[0, 0, 0, 0, 0.3415893560501765, 0, 0, 0, 0, 0.3415893560501765]",5
"['72', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['Hamblin', ',', 'Warburton', ',', 'Buckler', 'E', '(', '2007', ')', 'Empirical', 'comparison', 'simple', 'sequence', 'repeat', 'single', 'nucleotide', 'polymorphism', 'assessment', 'maize', 'diversity', 'relatedness', '.']","[0, 0.137316801134644, 0.16324638721893123, 0, 0, 0, 0.137316801134644, 0, 0, 0]",2
"['PLoS', 'ONE', '2', '.']","[1.0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0]",0
"['73', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Lu', ',', 'Yan', 'J', ',', 'Guimaraes', 'CT', ',', 'Taba', ',', 'Hao', 'Z', ',', 'et', 'al', '.']","[0, 0.4359523265079403, 0, 0, 0, 0, 0, 0.4359523265079403, 0, 0.4359523265079403]",3
"['(', '2009', ')', 'Molecular', 'characterization', 'global', 'maize', 'breeding', 'germplasm', 'based', 'genome-wide', 'single', 'nucleotide', 'polymorphism', '.']","[0, 0.17186933396156473, 0.18893936610027254, 0, 0, 0, 0.17186933396156473, 0, 0, 0]",2
"['Theor', 'Appl', 'Genet', '120', ':', '93–115', '.']","[0, 0, 0, 0.36796560403196726, 1.5191874173152848, 0, 0, 0, 0, 0.3423859427280178]",4
"['74', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Truntzler', ',', 'Ranc', 'N', ',', 'Sawkins', ',', 'Nicolas', ',', 'Manicacci', ',', 'et', 'al', '.']","[0, 0.4794913456448679, 0, 0, 0, 0, 0, 0.4794913456448679, 0, 0.4794913456448679]",0
"['(', '2012', ')', 'Diversity', 'linkage', 'disequilibrium', 'feature', 'composite', 'public/private', 'dent', 'maize', 'panel', ':', 'consequence', 'association', 'genetics', 'evaluated', 'case', 'study', 'using', 'flowering', 'time', '.']","[0.28435879008443543, 0.13913005615105234, 0.1654020399000989, 0.18215134946095943, 0, 0, 0.42348884623548777, 0, 0.4408501503996418, 0]",2
"['Theor', 'Appl', 'Genet', ':', '1–17', '.']","[0, 0, 0, 0.4962805890465939, 1.4740813701912172, 0, 0, 0, 0, 0.9854100526991141]",4
"['75.', 'van', 'Inghelandt', ',', 'Melchinger', 'AE', ',', 'Lebreton', 'C', ',', 'Stich', 'B', '(', '2010', ')', 'Population', 'structure', 'genetic', 'diversity', 'commercial', 'maize', 'breeding', 'program', 'assessed', 'SSR', 'SNP', 'marker', '.']","[0, 0.1333112327779892, 0.5886558084264201, 0, 0.1314170329454148, 0, 0.264728265723404, 0, 0, 0]",9
"['Theor', 'Appl', 'Genet', '120', ':', '1289–1299', '.']","[0, 0, 0, 0.34600562315259353, 1.0277259565006989, 0, 0, 0, 0, 0.3219525416892065]",9
"['76', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['Yang', 'J', ',', 'Benyamin', 'B', ',', 'McEvoy', 'BP', ',', 'Gordon', ',', 'Henders', 'AK', ',', 'et', 'al', '.']","[0, 0.41187977968665435, 0, 0, 0, 0, 0, 0.41187977968665435, 0, 0.41187977968665435]",4
"['(', '2010', ')', 'Common', 'SNPs', 'explain', 'large', 'proportion', 'heritability', 'human', 'height', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Nat', 'Genet', '42', ':', '565–569', '.']","[0, 0, 0, 0, 0.3415893560501765, 0, 0, 0, 0, 0.7491594722008961]",9
"['77', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
"['Marth', 'GT', ',', 'Czabarka', 'E', ',', 'Murvai', 'J', ',', 'Sherry', 'ST', '(', '2004', ')', 'allele', 'frequency', 'spectrum', 'genome-wide', 'human', 'variation', 'data', 'reveals', 'signal', 'differential', 'demographic', 'history', 'three', 'large', 'world', 'population', '.']","[0, 0, 0.1263115570058139, 0, 0, 0.13415849733116542, 0, 0, 0, 0]",5
"['Genetics', '166', ':', '351–372', '.']","[0, 0, 0, 0.3347136473445351, 0, 0, 0, 0, 0, 0]",7
"['78', '.']","[0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0]",7
"['McMullen', 'MD', ',', 'Kresovich', ',', 'Villeda', 'HS', ',', 'Bradbury', 'P', ',', 'Li', 'H', ',', 'et', 'al', '.']","[0, 0.4205778818441871, 0, 0, 0, 0, 0, 0.4205778818441871, 0, 0.4205778818441871]",8
"['(', '2009', ')', 'maize', 'nested', 'association', 'mapping', 'population', '.']","[0, 0.27472536791275654, 0, 0, 0, 0, 0.27472536791275654, 0, 0.30900689417595434, 0]",7
"['Genetic', 'property', 'Science', '325', ':', '737–740', '.']","[0, 0, 0.2338549817764613, 0, 0, 0, 0, 0, 0, 0]",8
"['79', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
"['Thompson', 'RG', ',', 'Hart', 'JP', ',', 'Brumbach', 'HJ', ',', 'Lusteck', 'R', '(', '2004', ')', 'Phytolith', 'evidence', 'twentieth-century', 'BP', 'maize', 'northern', 'Iroquoia', '.']","[0, 0.3519420486507186, 0, 0, 0, 0, 0.12589879634427728, 0, 0, 0]",1
"['Northeast', 'Anthropology', '68', ':', '25–40', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0.36610869246184446, 0]",3
"['80', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Smith', 'BD', '(', '1989', ')', 'Origins', 'agriculture', 'Eastern', 'North', 'America', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
"['Science', '246', ':', '1566–1571', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
"['cornbelt', 'maize', ':', 'isozyme', 'evidence', '.']","[0, 0.7574965904410828, 0, 0, 0, 0, 0.270976171608506, 0, 0, 0]",1
"['Econ', 'Bot', '42', ':', '120–131', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3913101678524026]",7
"['83', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['Dubreuil', 'P', ',', 'Warburton', ',', 'Chastanet', ',', 'Hoisington', ',', 'Charcosset', '(', '2006', ')', 'introduction', 'temperate', 'maize', 'Europe', ':', 'Large-scale', 'bulk', 'SSR', 'genotyping', 'new', 'historical', 'element', '.']","[0, 0.12695887713920834, 0, 0, 0, 0, 0.12695887713920834, 0, 0, 0]",1
"['Maydica', '51', ':', '281', '.']","[0, 0, 0, 0, 0, 0, 0.5254613974671081, 0, 0, 0]",6
"['84', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
"['Rebourg', 'C', ',', 'Chastanet', ',', 'Gouesnard', 'B', ',', 'Welcker', 'C', ',', 'Dubreuil', 'P', ',', 'et', 'al', '.']","[0, 0.4794913456448679, 0, 0, 0, 0, 0, 0.4794913456448679, 0, 0.4794913456448679]",5
"['(', '2003', ')', 'Maize', 'introduction', 'Europe', ':', 'history', 'reviewed', 'light', 'molecular', 'data', '.']","[0, 0.18714725067344426, 0, 0, 0, 0, 0.18714725067344426, 0, 0, 0]",2
"['Theor', 'Appl', 'Genet', '106', ':', '895–903', '.']","[0, 0, 0, 0.34600562315259353, 1.0277259565006989, 0, 0, 0, 0, 0.3219525416892065]",4
"['85', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
"['Yan', 'J', ',', 'Shah', ',', 'Warburton', 'ML', ',', 'Buckler', 'ES', ',', 'McMullen', 'MD', ',', 'et', 'al', '.']","[0, 0.4054526878609468, 0, 0, 0, 0, 0, 0.4054526878609468, 0, 0.4054526878609468]",2
"['(', '2009', ')', 'Genetic', 'characterization', 'linkage', 'disequilibrium', 'estimation', 'global', 'maize', 'collection', 'using', 'SNP', 'marker', '.']","[0, 0.19076798187619237, 0.400149289875355, 0, 0.18805738748890452, 0, 0.3788253693650969, 0, 0, 0]",2
"['PLoS', 'ONE', '4', ':', 'e8451', '.']","[0.5441805167897872, 0, 0, 0, 0, 0, 0, 0, 0, 0.5441805167897872]",9
"['86', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
"['Remington', 'DL', ',', 'Thornsberry', 'JM', ',', 'Matsuoka', ',', 'Wilson', 'LM', ',', 'Whitt', 'SR', ',', 'et', 'al', '.']","[0, 0.3832586075469518, 0, 0, 0, 0, 0, 0.3832586075469518, 0, 0.3832586075469518]",4
"['(', '2001', ')', 'Structure', 'linkage', 'disequilibrium', 'phenotypic', 'association', 'maize', 'genome', '.']","[0, 0.2542682527942347, 0.5666544500979621, 0, 0, 0, 0.2542682527942347, 0, 0.28599704381302077, 0]",2
"['Proc', 'Natl', 'Acad', 'Sci', 'USA', '98', ':', '11479–11484', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
"['87', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['Ching', ',', 'Caldwell', 'KS', ',', 'Jung', ',', 'Dolan', ',', 'Smith', 'OS', ',', 'et', 'al', '.']","[0, 0.41836350645933956, 0, 0, 0, 0, 0, 0.41836350645933956, 0, 0.41836350645933956]",9
"['(', '2002', ')', 'SNP', 'frequency', ',', 'haplotype', 'structure', 'linkage', 'disequilibrium', 'elite', 'maize', 'inbred', 'line', '.']","[0, 0.2047471399754861, 0.2312106228760277, 0, 0, 0, 0.2047471399754861, 0, 0, 0]",2
"['BMC', 'Genet', '3', ':', '19', '.']","[0, 0.6089311347997298, 0, 0.6089311347997298, 0.48914244601223145, 0, 0, 0, 0, 0.48914244601223145]",9
"['Jung', ',', 'Ching', ',', 'Bhattramakki', ',', 'Dolan', ',', 'Tingey', ',', 'et', 'al', '.']","[0, 0.4794913456448679, 0, 0, 0, 0, 0, 0.4794913456448679, 0, 0.4794913456448679]",1
"['(', '2004', ')', 'Linkage', 'disequilibrium', 'sequence', 'diversity', '500-kbp', 'region', 'around', 'adh1', 'locus', 'elite', 'maize', 'germplasm', '.']","[0.2028560009250355, 0.16904162198437622, 0.20096181858707426, 0, 0, 0, 0.36069807599711584, 0, 0, 0]",2
"['Theor', 'Appl', 'Genet', '109', ':', '681–689', '.']","[0, 0, 0, 0.34922882452170056, 1.0372996960251546, 0, 0, 0.4045308179244146, 0, 0.3249516775521011]",9
"['88', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['89.', 'van', 'Inghelandt', ',', 'Reif', 'J', ',', 'Dhillon', 'B', ',', 'Flament', 'P', ',', 'Melchinger', '(', '2011', ')', 'Extent', 'genome-wide', 'distribution', 'linkage', 'disequilibrium', 'commercial', 'maize', 'germplasm', '.']","[0, 0.14055327133819645, 0.1545129976235155, 0, 0, 0, 0.14055327133819645, 0.2374698660220962, 0, 0]",7
"['Theor', 'Appl', 'Genet', '123', ':', '11–20', '.']","[0, 0, 0, 0.38109545418123153, 1.5340482903558468, 0, 0, 0, 0, 0.7508563522602087]",4
"['90', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9
"['Carneiro', ',', 'Blanco-Aguiar', 'JA', ',', 'Villafuerte', 'R', ',', 'Ferrand', 'N', ',', 'Nachman', 'MW', '(', '2010', ')', 'Speciation', 'European', 'rabbit', '(', 'Oryctolagus', 'cuniculus', ')', ':', 'island', 'differentiation', 'X', 'chromosome', 'autosome', '.']","[0.14355410167938526, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Evolution', '64', ':', '3443–', '3460', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['91', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
"['Carneiro', ',', 'Ferrand', 'N', ',', 'Nachman', 'MW', '(', '2009', ')', 'Recombination', 'speciation', ':', 'locus', 'near', 'centromere', 'differentiated', 'locus', 'near', 'telomere', 'subspecies', 'European', 'rabbit', '(', 'Oryctolagus', 'cuniculus', ')', '.']","[0, 0, 0, 0, 0, 0, 0.26324683201169913, 0, 0, 0]",4
"['Genetics', '181', ':', '593–', '606', '.']","[0, 0, 0, 0.3292981510892515, 0, 0, 0, 0, 0, 0]",4
"['92', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Weetman', ',', 'Wilding', 'CS', ',', 'Steen', 'K', ',', 'Pinto', 'J', ',', 'Donnelly', 'MJ', '(', '2012', ')', 'Gene', 'flow-', 'dependent', 'genomic', 'divergence', 'Anopheles', 'gambiae', 'form', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
"['Mol', 'Biol', 'Evol', '29', ':', '279–291', '.']","[0, 0, 0, 0.3518677311846801, 0, 0, 0, 0, 0, 0.3862997829051512]",9
"['93', '.']","[0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0]",4
"['Fan', 'L', ',', 'Bao', 'J', ',', 'Wang', ',', 'Yao', 'J', ',', 'Gui', ',', 'et', 'al', '.']","[0, 0.4746642963442519, 0, 0, 0, 0, 0, 0.4746642963442519, 0, 0.4746642963442519]",9
"['(', '2009', ')', 'Post-Domestication', 'Selection', 'Maize', 'Starch', 'Pathway', '.']","[0, 0.23362171862929357, 0, 0, 0, 0, 0.23362171862929357, 0, 0.28170135086002834, 0]",8
"['PLoS', 'ONE', '4', ':', 'e7612', '.']","[0.5441805167897872, 0, 0, 0, 0, 0, 0, 0, 0, 0.5441805167897872]",2
"['94', '.']","[0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0]",4
"['Fan', 'L', ',', 'Quan', 'L', ',', 'Leng', 'X', ',', 'Guo', 'X', ',', 'Hu', 'W', ',', 'et', 'al', '.']","[0, 0.46998015412802535, 0, 0, 0, 0, 0, 0.46998015412802535, 0, 0.46998015412802535]",1
"['(', '2008', ')', 'Molecular', 'evidence', 'post-domestication', 'selection', 'Waxy', 'gene', 'Chinese', 'waxy', 'maize', '.']","[0, 0.425636993154759, 0, 0, 0, 0, 0.152261388837239, 0, 0.18359696680142504, 0]",1
"['Mol', 'Breed', '22', ':', '329–338', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['95', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Whitt', 'SR', ',', 'Wilson', 'LM', ',', 'Tenaillon', 'MI', ',', 'Gaut', 'BS', ',', 'Buckler', 'ES', '(', '2002', ')', 'Genetic', 'diversity', 'selection', 'maize', 'starch', 'pathway', '.']","[0, 0.14034006376653113, 0.3228677182361253, 0, 0, 0, 0.14034006376653113, 0, 0.16922221861378436, 0]",2
"['Proc', 'Natl', 'Acad', 'Sci', 'USA', '99', ':', '12959–12962', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
"['96', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Wilson', 'LM', ',', 'Whitt', 'SR', ',', 'Ibanez', ',', 'Rocheford', 'TR', ',', 'Goodman', 'MM', ',', 'et', 'al', '.']","[0, 0.3807801395930314, 0, 0, 0, 0, 0, 0.3807801395930314, 0, 0.3807801395930314]",4
"['(', '2004', ')', 'Dissection', 'maize', 'kernel', 'composition', 'starch', 'production', 'candidate', 'gene', 'association', '.']","[0, 0.17916873919064602, 0, 0, 0, 0, 0.17916873919064602, 0, 0.20152625893763462, 0]",2
"['Plant', 'Cell', '16', ':', '2719–2733', '.']","[0, 0, 0, 0.33996147071772265, 0, 0, 0, 0, 0, 0]",4
"['97', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
"['Wang', 'H', ',', 'Nussbaum-Wagler', ',', 'Li', 'B', ',', 'Zhao', 'Q', ',', 'Vigouroux', ',', 'et', 'al', '.']","[0, 0.4468586288184233, 0, 0, 0, 0, 0, 0.4468586288184233, 0, 0.4468586288184233]",6
